N° Exp.,Fecha,Estado,Modelo,Matrícula,Daños,Fase,Lat - Lon,Lesiones,Fecha y hora de notificiacion,fecha y hora de arribo,fecha y hora de finalizacion,Provincia,Lugar,tipo Lugar,altura,Oficina,Canal,Fabricante
2363885,28/2/2004,en curso,T-150 (Ultramagic),EC-IMJ,De importancia,Aterrizaje,"(None, None)",Graves,S/D,S/D,S/D,MENDOZA (DOZ),Cerro Pampa de Leñas-Cordillera de los Andes,PJE,S/D,S/D,S/D,Ultramagic
2363879,21/2/2004,en curso,J-3C (Piper),LV-NIL,Destruida,Maniobras,"(None, None)",Fatales,S/D,S/D,S/D,BUENOS AIRES (BUE),General Rojo,ZR,S/D,S/D,S/D,Piper
2363880,20/2/2004,en curso,MD-81 (Mc Donnell Douglas),LV-WPY,De importancia,Despegue,"(None, None)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Aeroparque Jorge Newbery (SABE),AP,S/D,S/D,S/D,Mc Donnell Douglas
2363872,9/2/2004,en curso,PA-11 (Piper),LV-YLD,De importancia,Aproximación,"(None, None)",Leves,S/D,S/D,S/D,BUENOS AIRES (BUE),Diego Gaynor,LOC,S/D,S/D,S/D,Piper
2363871,6/2/2004,en curso,PA-34 (Piper),LV-LXS,De importancia,Crucero,"(None, None)",Fatales,S/D,S/D,S/D,TUCUMAN (TUC),Proximidades Sierra Medina (70 km al NNE de Tucumán),ZR,S/D,S/D,S/D,Piper
2363867,25/1/2004,en curso,PA-30 (Piper),LV-IHV,Leves,Rodaje a plataforma,"(None, None)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Mar del Plata,AD,S/D,S/D,S/D,Piper
2363866,23/1/2004,en curso,C-210-D (Cessna),LV-IHI,De importancia,Aterrizaje,"(None, None)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Necochea,AD,S/D,S/D,S/D,Cessna
2363864,21/1/2004,en curso,C-310-I (Cessna),LV-IIL,Leves,Aterrizaje,"(None, None)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),La Matanza,AD,S/D,S/D,S/D,Cessna
2363861,15/1/2004,en curso,C-188-B (Cessna),LV-LBN,De importancia,Descenso,"(None, None)",Leves,S/D,S/D,S/D,SANTA FE (SFE),R. Prov. 14 Ea. Santa Marta - Christophersen,LOC,S/D,S/D,S/D,Cessna
2363860,9/1/2004,en curso,B-206-B (Bell),LV-WIM,De importancia,Maniobras,"(None, None)",Leves,S/D,S/D,S/D,NEUQUEN (NEU),El Infiernillo,LOC,S/D,S/D,S/D,Bell
2363857,9/1/2004,en curso,B-747-300 (Boeing),TF-ATJ,Leves,Rodaje salida,"(-34.82222222222222, -58.53583333333333)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Ministro Pistarini -Ezeiza (SAEZ),AP,S/D,S/D,S/D,Boeing
2363854,5/1/2004,en curso,C-402 (Cessna),LV-JNO,De importancia,Aterrizaje,"(None, None)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Don Torcuato,AD,S/D,S/D,S/D,Cessna
2363852,30/12/2003,en curso,PA-32-300 (Piper),LV-MCT,Leves,Rodaje salida,"(-45.78527777777778, -67.46555555555555)",Ninguno,S/D,S/D,S/D,CHUBUT (CHU),General Enrique Mosconi - Com Rivadavia (SAVC),AP,S/D,S/D,S/D,Piper
2363848,22/12/2003,en curso,A-188-B (Cessna),LV-WSP,Leves,Crucero,"(-27.38, None)",Ninguno,S/D,S/D,S/D,CHACO (CHA),Charadai,ZR,S/D,S/D,S/D,Cessna
2363846,20/12/2003,en curso,T-210-M (Cessna),LV-MBT,De importancia,Aterrizaje,"(None, None)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Ministro Pistarini -Ezeiza (SAEZ),AP,S/D,S/D,S/D,Cessna
2363839,10/12/2003,en curso,PA-25 (Piper),LV-IAT,Destruida,Maniobras,"(None, None)",Fatales,S/D,S/D,S/D,BUENOS AIRES (BUE),Loberia,ZR,S/D,S/D,S/D,Piper
2363837,6/12/2003,en curso,UH-12-L4 (Hiller),LQ-JGM,De importancia,Aproximación,"(None, None)",Ninguno,S/D,S/D,S/D,MENDOZA (DOZ),Cerro Tupungato,ZR,S/D,S/D,S/D,Hiller
2363838,6/12/2003,en curso,PA-11 (Piper),LV-YNF,De importancia,Aterrizaje,"(None, None)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),San Fernando,AP,S/D,S/D,S/D,Piper
2363836,4/12/2003,en curso,B-300 (Beechcraft),LV-YLC,Leves,Crucero,"(-32.12444444444444, -60.8925)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),Ingeniero Taravella - Córdoba (SACO),AP,S/D,S/D,S/D,Beechcraft
2363834,29/11/2003,en curso,PA-38-112 (Piper),LV-AOL,De importancia,Estacionado,"(-38.183055555555555, -58.78388888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Lobería,AD,S/D,S/D,S/D,Piper
2363847,28/11/2003,en curso,B-747-287 (Boeing),LV-OOZ,Leves,Despegue,"(None, None)",Leves,S/D,S/D,S/D,BUENOS AIRES (BUE),Ministro Pistarini -Ezeiza (SAEZ),AP,S/D,S/D,S/D,Boeing
2363830,25/11/2003,en curso,PA-22 (Piper),LV-IAX,Destruida,Aproximación,"(-33.20527777777778, -60.91)",Ninguno,S/D,S/D,S/D,SANTA FE (SFE),Muñoz,ZR,S/D,S/D,S/D,Piper
2363826,6/11/2003,en curso,PA-23-250 (Piper),LV-LEU,Leves,Rodaje a plataforma,"(-35.47972222222222, -69.585)",Ninguno,S/D,S/D,S/D,MENDOZA (DOZ),Malargue,AD,S/D,S/D,S/D,Piper
2363818,26/10/2003,en curso,FH-227-B (Fairchild),LV-MGV,Destruida,Despegue,"(-34.81805555555556, -58.53583333333333)",Fatales,S/D,S/D,S/D,BUENOS AIRES (BUE),Canning,LOC,S/D,S/D,S/D,Fairchild
2363808,18/10/2003,en curso,C-182 (Cessna),LV-IPW,De importancia,Aterrizaje,"(None, None)",Ninguno,S/D,S/D,S/D,CHUBUT (CHU),13 de Diciembre (Comodoro Rivadavia),AC,S/D,S/D,S/D,Cessna
2363805,17/10/2003,en curso,J-3 (Piper),LV-NJQ,De importancia,Aterrizaje,"(None, None)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Junín,AD,S/D,S/D,S/D,Piper
2363822,17/10/2003,en curso,B-767-322 (Boeing),N652UA,Leves,Aproximación,"(None, None)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Ministro Pistarini -Ezeiza (SAEZ),AP,S/D,S/D,S/D,Boeing
2363804,16/10/2003,en curso,PA-12 (Piper),LV-NRU,Destruida,Maniobras,"(None, None)",Fatales,S/D,S/D,S/D,BUENOS AIRES (BUE),Huanguelen,ZR,S/D,S/D,S/D,Piper
2363802,11/10/2003,en curso,PA-38-112 (Piper),LV-OJT,De importancia,Crucero,"(None, None)",Ninguno,S/D,S/D,S/D,SANTA FE (SFE),Pilar,ZR,S/D,S/D,S/D,Piper
2363806,10/10/2003,en curso,B-767-300 (Boeing),N-352AA,Ninguno,Ascenso,"(-33.01083333333333, -58.612500000000004)",Ninguno,S/D,S/D,S/D,ENTRE RIOS (ERS),Gualeguaychu,LOC,S/D,S/D,S/D,Boeing
2363800,9/10/2003,en curso,S-10 (Rans & Co),LV-X175,De importancia,Crucero,"(None, None)",Ninguno,S/D,S/D,S/D,"TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR (TDF)",Ushuaia,AC,S/D,S/D,S/D,Rans & Co
2363795,21/9/2003,en curso,PA-11 (Piper),LV-RLT,De importancia,Aterrizaje,"(-33.166666666666664, -64.33333333333333)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),Río Cuarto,AC,S/D,S/D,S/D,Piper
2363796,21/9/2003,en curso,DUALSTAR (Pionner),LV-U164,De importancia,Aterrizaje,"(-34.58861111111111, -68.40277777777779)",Ninguno,S/D,S/D,S/D,MENDOZA (DOZ),San Rafael,AD,S/D,S/D,S/D,Pionner
2363777,14/9/2003,en curso,B-206-B (Bell),LV-WOP,De importancia,Aterrizaje,"(-37.394444444444446, -60.906388888888884)",Ninguno,S/D,S/D,S/D,NEUQUEN (NEU),Rincon de los Sauces,AD,S/D,S/D,S/D,Bell
2363794,14/9/2003,en curso,PA-22 (Piper),LV-HZS,Ninguno,Maniobras,"(None, None)",Ninguno,S/D,S/D,S/D,RIO NEGRO (RNG),Allen,AC,S/D,S/D,S/D,Piper
2363790,4/9/2003,en curso,B-206-L4 (Bell),LQ-WML,De importancia,Aterrizaje,"(-31.482777777777777, -64.15083333333334)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),Coronel Olmedo,AD,S/D,S/D,S/D,Bell
2363788,1/9/2003,en curso,R-22 (Robinson),LV-WIW,Destruida,Maniobras,"(-31.349166666666665, -64.91000000000001)",Graves,S/D,S/D,S/D,CORDOBA (CBA),Proximidades del Cerro Cumbre Gaspar,ZR,S/D,S/D,S/D,Robinson
2363770,1/9/2003,en curso,C-210 (Cessna),LV-HJT,De importancia,Aterrizaje,"(-33.206944444444446, -68.49111111111111)",Ninguno,S/D,S/D,S/D,MENDOZA (DOZ),Rivadavia,AD,S/D,S/D,S/D,Cessna
2363786,31/8/2003,en curso,R-44 (Robinson),LV-WMC,De importancia,Aterrizaje,"(-34.39472222222222, -58.649166666666666)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Nordelta - Tigre,LOC,S/D,S/D,S/D,Robinson
2363784,28/8/2003,en curso,J-3C (Piper),LV-RYM,Leves,Crucero,"(None, -58.725)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Ingeniero Maschwitz,LOC,S/D,S/D,S/D,Piper
2363783,19/8/2003,en curso,C-421 (Cessna),LQ-JLY,De importancia,Aterrizaje,"(-34.455000000000005, -58.59138888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),San Fernando,AP,S/D,S/D,S/D,Cessna
2363776,13/8/2003,en curso,7-EC (Champion),LV-FXG,De importancia,Despegue,"(-31.140833333333333, -62.052499999999995)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),Freyre,ZR,S/D,S/D,S/D,Champion
2363773,11/8/2003,en curso,B-737-228 (Boeing),LV-ZXP,Leves,Despegue,"(-34.55888888888889, -58.41638888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Aeroparque Jorge Newbery (SABE),AP,S/D,S/D,S/D,Boeing
2363771,1/8/2003,en curso,PA-12 (Piper),LV-GJH,Leves,Despegue,"(-32.958333333333336, None)",Ninguno,S/D,S/D,S/D,MENDOZA (DOZ),La Puntilla,AD,S/D,S/D,S/D,Piper
2363768,26/7/2003,en curso,R-22 (Robinson),LV-VAU,De importancia,Despegue,"(-33.856944444444444, -59.49027777777778)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Baradero,LOC,S/D,S/D,S/D,Robinson
2363767,22/7/2003,en curso,A-109-K2 (Agusta),LV-ZAB,Leves,Despegue,"(None, None)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),Santa María de Punilla (Zona Montaña),PJE,S/D,S/D,S/D,Agusta
2363766,22/7/2003,en curso,PA-31 (Piper),LV-JZJ,Leves,Aterrizaje,"(-35.47972222222222, -69.585)",Ninguno,S/D,S/D,S/D,MENDOZA (DOZ),Malargue,AD,S/D,S/D,S/D,Piper
2363758,14/7/2003,en curso,PA-A-28 (Piper),LV-LHL,De importancia,Crucero,"(-37.68333333333333, -63.041666666666664)",Leves,S/D,S/D,S/D,BUENOS AIRES (BUE),Darregueira,ZR,S/D,S/D,S/D,Piper
2363755,13/7/2003,en curso,C-180-A (Cessna),LV-JZE,De importancia,Maniobras,"(None, None)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),General Rodríguez,AD,S/D,S/D,S/D,Cessna
2363753,6/7/2003,en curso,B-737-200 (Boeing),LV-ZTY,Leves,Despegue,"(None, None)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),Ingeniero Taravella - Córdoba (SACO),AP,S/D,S/D,S/D,Boeing
2363749,4/6/2003,en curso,AA-5 (Grumman),LV-MEB,De importancia,Aterrizaje,"(-29.017777777777777, -61.030277777777776)",Ninguno,S/D,S/D,S/D,SANTA FE (SFE),Villa Minetti,ZR,S/D,S/D,S/D,Grumman
2363735,24/5/2003,en curso,PA-11-C (Piper),LV-RPW,Leves,Aterrizaje,"(-34.455000000000005, -58.586666666666666)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),San Fernando,AP,S/D,S/D,S/D,Piper
2363730,27/4/2003,en curso,B-737-200 (Boeing),LV-WTX,Leves,Despegue,"(-24.404444444444444, -65.08166666666666)",Ninguno,S/D,S/D,S/D,JUJUY (JUJ),Gobernador Guzman,AP,S/D,S/D,S/D,Boeing
2363754,22/4/2003,en curso,C-206 (Cessna),LV-WYU,De importancia,Crucero,"(None, None)",Ninguno,S/D,S/D,S/D,CORRIENTES (CRR),Curuzu Cuatia,ZR,S/D,S/D,S/D,Cessna
2363724,19/4/2003,en curso,PA-28 (Piper),LV-OMI,Leves,Crucero,"(None, None)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Villars,ZR,S/D,S/D,S/D,Piper
2363723,12/4/2003,en curso,C-205 (Cessna),LV-IDB,De importancia,Aproximación,"(None, None)",Fatales,S/D,S/D,S/D,CORDOBA (CBA),Rio Segundo,ZR,S/D,S/D,S/D,Cessna
A-19/2003,11/4/2003,en curso,PA-25-260 (Piper),EC-CXL,Destruida,Ascenso,"(None, None)",Desconocido,S/D,S/D,S/D,Palma de Rio (PDR),Sebastian Almagro,AD,S/D,S/D,S/D,Piper
2363721,6/4/2003,en curso,C-310-P (Cessna),LV-JNJ,Leves,Aterrizaje,"(None, None)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Don Torcuato,AD,S/D,S/D,S/D,Cessna
2363722,5/4/2003,en curso,J-3C (Piper),LV-XUE,De importancia,Aterrizaje,"(None, None)",Leves,S/D,S/D,S/D,BUENOS AIRES (BUE),Carlos Casares,ZR,S/D,S/D,S/D,Piper
2363720,5/4/2003,en curso,SZD-45A OGAR (Pzl),LV-EIN,Destruida,Maniobras,"(-34.14722222222222, -59.075)",Fatales,S/D,S/D,S/D,BUENOS AIRES (BUE),Zárate,AD,S/D,S/D,S/D,Pzl
2363719,5/4/2003,en curso,C-402 (Cessna),LV-MZI,De importancia,Aterrizaje,"(-33.092222222222226, -64.26944444444445)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),Río Cuarto - (SAOC),AP,S/D,S/D,S/D,Cessna
2363713,23/3/2003,en curso,PA-18 (Piper),LV-HZU,Destruida,Aproximación,"(-34.973333333333336, -60.796388888888885)",Graves,S/D,S/D,S/D,BUENOS AIRES (BUE),O´Brien,LOC,S/D,S/D,S/D,Piper
2363712,16/3/2003,en curso,IAe 46 SUPER RANQUEL (Dinfia),LV-HRX,De importancia,Crucero,"(None, None)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),Los Chañaritos,ZR,S/D,S/D,S/D,Dinfia
2363708,12/3/2003,en curso,AB-115-AG (Aero Boero),LV-LEO,De importancia,Maniobras,"(-32.5, -61.518055555555556)",Ninguno,S/D,S/D,S/D,SANTA FE (SFE),Las Rosas,LOC,S/D,S/D,S/D,Aero Boero
2363709,12/3/2003,en curso,PA-31-350 (Piper),LV-MML,Destruida,Crucero,"(None, None)",Ninguno,S/D,S/D,S/D,MENDOZA (DOZ),Las Primaveras,PJE,S/D,S/D,S/D,Piper
2363706,3/3/2003,en curso,PA-25-150 (Piper),LV-GRW,De importancia,Aproximación,"(-33.93277777777777, -59.87638888888889)",Fatales,S/D,S/D,S/D,BUENOS AIRES (BUE),Baradero,LOC,S/D,S/D,S/D,Piper
2363704,2/3/2003,en curso,PA-11 (Piper),LV-YLE,De importancia,Ascenso,"(-31.282777777777778, -64.45083333333334)",Fatales,S/D,S/D,S/D,CORDOBA (CBA),Cosquín - Santa María de Punilla,AD,S/D,S/D,S/D,Piper
2363703,2/3/2003,en curso,C-172 (Cessna),LV-GNR,De importancia,Ascenso,"(-36.749722222222225, -59.06722222222223)",Leves,S/D,S/D,S/D,BUENOS AIRES (BUE),Rauch,ZR,S/D,S/D,S/D,Cessna
2363701,26/2/2003,en curso,PA-34 (Piper),LV-LXS,De importancia,Aterrizaje,"(None, None)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Don Torcuato,AD,S/D,S/D,S/D,Piper
2363702,23/2/2003,en curso,C-182 (Cessna),LV-HUC,De importancia,Aterrizaje,"(-31.29888888888889, -58.010555555555555)",Leves,S/D,S/D,S/D,SALTA (SAL),Finca Tolloche,ZR,S/D,S/D,S/D,Cessna
2363693,14/2/2003,en curso,PA-28 (Piper),LV-ODD,Destruida,Aproximación,"(-51.60888888888889, -69.31277777777777)",Fatales,S/D,S/D,S/D,SANTA CRUZ (SCZ),Río Gallegos,AP,S/D,S/D,S/D,Piper
2363707,12/2/2003,en curso,AB-115 (Aero Boero),LV-JXR,De importancia,Ascenso,"(None, None)",Graves,S/D,S/D,S/D,CORDOBA (CBA),Marull,ZR,S/D,S/D,S/D,Aero Boero
2363687,5/2/2003,en curso,620-A (Weatherly),LV-ZRI,De importancia,Despegue,"(None, None)",Leves,S/D,S/D,S/D,CORDOBA (CBA),Pascanas,ZR,S/D,S/D,S/D,Weatherly
2363688,5/2/2003,en curso,PA-25-235 (Piper),LV-INO,De importancia,Aproximación,"(None, None)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),Juarez Celman,LOC,S/D,S/D,S/D,Piper
2363686,3/2/2003,en curso,B-727-200 (Boeing),CP-2422,Leves,Ascenso,"(None, None)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),En vuelo posterior al despegue,LOC,S/D,S/D,S/D,Boeing
2363685,1/2/2003,en curso,L 13 (Blanik),LV-DHF,De importancia,Aterrizaje,"(-26.399444444444445, -54.56722222222223)",Graves,S/D,S/D,S/D,MISIONES (MIS),ELDORADO,ZR,S/D,S/D,S/D,Blanik
2363684,30/1/2003,en curso,PA-23 (Piper),LQ-JOB,De importancia,Rodaje a plataforma,"(-33.92027777777778, -60.64805555555556)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Pergamino,AD,S/D,S/D,S/D,Piper
2363678,26/1/2003,en curso,450 (Grumman),LV-WRG,Leves,Despegue,"(None, None)",Ninguno,S/D,S/D,S/D,CORRIENTES (CRR),Ita Ibate,ZR,S/D,S/D,S/D,Grumman
2363738,23/1/2003,en curso,C-182 (Cessna),LV-HON,Ninguno,Aproximación,"(None, None)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),Calchin,LOC,S/D,S/D,S/D,Cessna
2363677,23/1/2003,en curso,AB-180 (Aero Boero),LV-AOV,De importancia,Aterrizaje,"(-33.73166666666667, -65.37583333333333)",Ninguno,S/D,S/D,S/D,SAN LUIS (UIS),Villa Reynolds,AD,S/D,S/D,S/D,Aero Boero
2363675,20/1/2003,en curso,J-3201 (Jetstream),LV-ZST,Leves,Rodaje a plataforma,"(None, None)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Aeroparque Jorge Newbery (SABE),AP,S/D,S/D,S/D,Jetstream
2363671,18/1/2003,en curso,S2R-G6 (Ayres),LV-WRX,De importancia,Estacionado,"(-36.598888888888894, -61.77861111111111)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Daireaux,LOC,S/D,S/D,S/D,Ayres
2363674,15/1/2003,en curso,AGSTAR (Flightstar),LV-U242,De importancia,Despegue,"(None, None)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),Sampacho,ZR,S/D,S/D,S/D,Flightstar
